question,class,answer,drug,doctor,speciality
severe wet cough and running n,cold and cough,AUGMENTIN DUO twice daily for 5 daysmontair LC twice daily for 5 days,https://1mg.com/drugs/augmentin-duo-oral-suspension-324979,Dr. Pushkar Mani,Physician
Dry cough and pain while cough,cold and cough,Augmentin DUO twice daily for 3daysSyrup Grilicntus BM 5ml 3 times for 5 days,https://1mg.com/drugs/augmentin-duo-oral-suspension-324979,Dr. Pushkar Mani,Physician
sir i have respiratory problem ocassionaly i feel long respiration some times. in hindi saans fulna. can i take injection of Linezolid 300 ml infusion or Microtaz ( piperacillin+tazobactum)4.5?,other,AUGMENTIN DUO twice daily for 5 daysDOXOBID 400 mg twice daily for 5 days,https://1mg.com/drugs/augmentin-duo-oral-suspension-324979,Dr. Pushkar Mani,Physician
3years old baby girl is taking augmentin duo & enterogemina but still suffering pain with frequent stool.Having haemoglobin is 9.6.,diarrhea,There are many underlying causes of Patient?s symptoms. Different cause needs different treatment. Specific treatment cannot be given unless we establish exact underlying cause. Final and perfect diagnosis cannot be done without doing clinical examination of patient. Please consult me or any other Paediatrician.  will take detail history and will examine patient in detail. All information will be used to determine exact underlying cause of problem. Depending upon cause  will give opinion and prescribe you treatment. At time  may ask you relevant investigations if necessary.,https://1mg.com/drugs/augmentin-duo-oral-suspension-324979,Dr. Gopal Bansilal Samdani,Paediatrics
I am suffering from Piles for last 3 months and not in condition to get operate for next 9 months. please suggest some effective cure. thanx,other,Anovate ointment and pilex tablets,https://1mg.com/drugs/anovate-cream-63345,Dr. Sanjay Bhatt,Physician
"Piles issue, bleeds while potty",other,"take SYR.CREMAFFIN 3spoons at bedtime, ANOVATE CREAM three times a day, if not helps in three days consult physician for physical examination.",https://1mg.com/drugs/anovate-cream-63345,Dr. Satyam S. Bhavsar,Physician
"I am suffering of fissure and bleeding due to it since 9 days,please what medical treatment shall I adopt?",other,Sidtz Bath with KMnO4. Apply int Anovate before and after defecation. Avoid straining at stools. Eat food rich in fibres and drink 8 - 10 glasses of water a day .,https://1mg.com/drugs/anovate-cream-63345,Dr. Sunil Sekhri,Diabetology
"I have pain around my rectum area since last 2 days, I have used toilet paper for wiping last week little pain started last week then it was subsides it again started 2 days back after I drove for 10 hrs",other,Do Sidtz Bath i.e. put warm water in a wide mouth tub and put KMnO4 to make it turn light pink. sit in tub for 5 - 10 minutes twice a day. Apply ointment Anovate after defecation. if no improvement in 5 days visit the clinic,https://1mg.com/drugs/anovate-cream-63345,Dr. Sunil Sekhri,Diabetology
"Hello Sir/Madam Recently from last month i am facing a problem of burning in the rectum after, the burning is so severe that i am not able to sit or walk i had zentel 400mg 2 times in a week and also applied anovate(anti-haemorroidal) cream 2 times a day but still i face the the same also the motion is not good, so as per such symptoms please provide me some good cream or medicines which will provide quick relief Regards PATIENT  The burning starts after the motion",other,Pls consult a general surgeon regarding this,https://1mg.com/drugs/anovate-cream-63345,Dr. Sfurti Mann,Internal Medicine
I am having problem outside my retcum i dont knoq which disease is this very pain ful,other,May be it is piles,https://1mg.com/drugs/anovate-cream-63345,Dr. Vinod Raina,Sexology
I have some piles type symptoms,other,consult surgeon for piles,https://1mg.com/drugs/anovate-cream-63345,Dr. Pushkar Mani,Physician
I have problem in my stool place where i have pain,other,Do u have piles,https://1mg.com/drugs/anovate-cream-63345,Dr. Kamal Rijhwani,Physician
My 1.7 years old child have cough since 2 days. Giving him asthakind syrup but not effective. Plz suggest any good cough syrup.,cold and cough,There are many underlying causes of Patient?s symptoms. Different cause needs different treatment. Specific treatment cannot be given unless we establish exact underlying cause. Final and perfect diagnosis cannot be done without doing clinical examination of patient. Please consult me or any other Paediatrician.  will take detail history and will examine patient in detail. All information will be used to determine exact underlying cause of problem. Depending upon cause  will prescribe you treatment. At time  may ask you relevant investigations if necessary. Patient may need antibiotics and/or other prescription drugs. It is mandatory for the customer to have a prescription for the prescription medicines he/she is procuring. Valid prescription cannot be given without diagnosis.,https://1mg.com/drugs/asthakind-dx-syrup-sugar-free-149334,Dr. Gopal Bansilal Samdani,Paediatrics
Suffering cough frm last 5 Days used rexcof dx coughv syrup but not relief. Please suggest,cold and cough,can be due to allergy or infection or acidity visit ent specialist near you for proper examination,https://1mg.com/drugs/asthakind-dx-syrup-sugar-free-149334,Dr. Vijay Verma,ENT
Please suggest dosage of asthakind p drop for 1 year child with 8 kg weight,other,Please share contents of Asthakind P,https://1mg.com/drugs/asthakind-dx-syrup-sugar-free-149334,Dr. Gopal Bansilal Samdani,Paediatrics
Heavy dry cough from last 3days I use TUSQ-DX but no results please suggest me any other medicine,cold and cough,Visit chest physician as it can be bronchitis,https://1mg.com/drugs/asthakind-dx-syrup-sugar-free-149334,Dr. Vijay Verma,ENT
My son is 4 months old suffering from cough We are giving him asthakind p but no relief found in cough,cold and cough,"For cough, cold -- Prevent dehydration. Fluids may help thin secretions and soothe an irritated throat. Dry, hacking coughs respond to honey in hot water, tea, or lemon juice. Drink plenty of fluids to replace those lost from sweating and having a runny nose, get plenty of rest, eat healthily ? a low-fat, high-fibre diet is recommended, including plenty of fresh fruit and vegetables. OTC drugs, gargling with salt water and sucking on menthol sweets can help relieve a sore throat and blocked nose, are generally safe for older children and adults to take, but might not be suitable for babies, young children. Avoid applying Vicks VapoRub to babies and toddlers.You should never give children under 4 years of age over-the-counter cough and cold products without checking with your child's doctor. These medicines may harm young children. There are many underlying causes of Patient?s symptoms. Different cause needs different treatment. Specific treatment cannot be given unless we establish exact underlying cause. Final and perfect diagnosis cannot be done without doing clinical examination of patient. Please consult me or any other Paediatrician.  will take detail history and will examine patient in detail. All information will be used to determine exact underlying cause of problem. Depending upon cause  will prescribe you specific treatment.",https://1mg.com/drugs/asthakind-dx-syrup-sugar-free-149334,Dr. Gopal Bansilal Samdani,Paediatrics
I am 29 weeks into my pregnancy. Have extreme dry cough and was given augmentin 625 and then some DCT syrup. None have had any effects. Please suggest something as i cannot sleep at nights due to dry coughing And now i am suggested TusQ Dx Should i consume it???,cold and cough,Please avoid cough syrups in pregnancy. Warm water and salt gargling and honey help soothe a cough. you can take dabur haunts syrup if cough is persistent.,https://1mg.com/drugs/asthakind-dx-syrup-sugar-free-149334,Dr. Megha Tuli,Obstetrics and Gynaecology
How to apply ocupol DX cream in eye,other,U are using for what reason,https://1mg.com/drugs/asthakind-dx-syrup-sugar-free-149334,Dr. Richa Jain,Ophthalmology
For how many days allegra (fexofenadine 180mg) can be taken to cure allergic rhinititis & common cold,cold and cough,"Please use this app to find and meet a good ENT Specialist in your own locality to examine you & do the needful. If you are able to make it to Basaveshwaranagar, I would be very happy to help you out myself. My clinic Healthcare@Basaveshwaranagar is easily navigable on Google Maps. I am legally unable to prescribe you any medicines without physically examining you. This forum is intended for second opinions after you have consulted a doctor locally",https://1mg.com/drugs/allegra-180mg-tablet-9187,Dr. Gladson Guddappa Uchil,ENT
"Hello Dr. On 26th Jan I had found one artery blocked, and Dr. put stent to clear the blockage. Actually i am suffering with cold, cough and sore throat. Pls suggest medicine for me. I am also taking BP, Cholestrol and Blood thiner medicine.",cold and cough,Allegra 180mg once daily paracetamol 650 mg if fever more than 100,https://1mg.com/drugs/allegra-180mg-tablet-9187,Dr. Nabajit Talukdar,Cardiology
"since one week cold ,like runny nose we wre using Allegra,Fevryl.",cold and cough,"For cough, cold -- Prevent dehydration. Fluids may help thin secretions and soothe an irritated throat. Dry, hacking coughs respond to honey in hot water, tea, or lemon juice. Drink plenty of fluids to replace those lost from sweating and having a runny nose, get plenty of rest, eat healthily ? a low-fat, high-fibre diet is recommended, including plenty of fresh fruit and vegetables. OTC drugs, gargling with salt water and sucking on menthol sweets can help relieve a sore throat and blocked nose, are generally safe for older children and adults to take, but might not be suitable for babies, young children. Avoid applying Vicks VapoRub to babies and toddlers.You should never give children under 4 years of age over-the-counter cough and cold products without checking with your child's doctor. These medicines may harm young children. There are many underlying causes of Patient?s symptoms. Different cause needs different treatment. Specific treatment cannot be given unless we establish exact underlying cause. Final and perfect diagnosis cannot be done without doing clinical examination of patient. Please consult me or any other Paediatrician.  will take detail history and will examine patient in detail. All information will be used to determine exact underlying cause of problem. Depending upon cause  will prescribe you treatment.",https://1mg.com/drugs/allegra-180mg-tablet-9187,Dr. Gopal Bansilal Samdani,Paediatrics
I am a patient of hypertension,other,Hypertension is clinal condition of high blood pressure. Please see a physician.,https://1mg.com/drugs/arkamin-tablet-330260,Dr. Jyoti Kapoor Madan,Psychiatry
Some times I had lot of hypertension,other,"Hypertension is clinically high blood pressure. Persistent high arterial blood pressure above 120/80 mm HG is termed as pre-hypertension or hypertension, but the point to be emphasized is that this rise in blood pressure is persistent. Transient increase in BP occurs in stress and anxiety and needs to be treated accordingly.",https://1mg.com/drugs/arkamin-tablet-330260,Dr. Jyoti Kapoor Madan,Psychiatry
Hypertension blood pressure pro,other,Bp any medicine u taking,https://1mg.com/drugs/arkamin-tablet-330260,Dr. Saurabh Arora,Cardiology
High blood pressure and high blood sugar,other,Ok send all your reports in my what up no 9XXXXXX,https://1mg.com/drugs/arkamin-tablet-330260,Dr. Ankur Kumar Tanwar,Ayurveda
"I'm type 2 diabetic patient with hypertension, l am taking following medicines Tezloc 40 - OD Glimisave Max-1 forte. BBF Glimisave Max-2 forte Cd Rozavel -5. Hs My usual blood pressure -80/145 Usual Blood glucose levels :fasting -120 PP-180 Hba1c - 7.6 Pl suggest me whether I need any change in medicines etc. I'm taking Januvia-100 also",other,seems ok basically need control of blood pressure and hypertension get an ecg n echo done,https://1mg.com/drugs/arkamin-tablet-330260,Dr. Nabajit Talukdar,Cardiology
High blood sugar lavel. Gallstone. High blood pressure,other,"Need to proper investigate and examine. So plz consult doctor nearby.or you can consult me at snergy multiple speciality clinic RD CITY ,BALJEET COMPLEX NEAR SRS MARKET SECTOR 52 gurgaon 9XXXXXX .Advice to maintain calories intake as per weight ,regular walk or aerobic exercises ,on time take your medicines and once a month visit your diabetologist for routine examination and investigations. Will definitely controlled your sugar and u can live healthy life.",https://1mg.com/drugs/arkamin-tablet-330260,Dr. Sanjay Bhatt,Physician
